사건,신고,출동,구조,복귀,신고시각,출동시각,현장도착시각,구조완료시각,복귀시각,계절명,사고원인명,현장시군구명,소방서명
2596,0:04,0:05,0:05,0:12,2023.8.30 16:41,2023.8.30 16:45,2023.8.30 16:50,2023.8.30 16:55,2023.8.30 17:07,여름,기타 수난 ,동대문구,동대문소방서
2597,0:00,0:07,0:01,0:10,2023.8.30 16:56,2023.8.30 16:56,2023.8.30 17:03,2023.8.30 17:04,2023.8.30 17:14,여름,기타 수난 ,영등포구,영등포소방서
2598,0:02,0:05,0:00,0:05,2023.8.30 20:18,2023.8.30 20:20,2023.8.30 20:25,2023.8.30 20:25,2023.8.30 20:30,여름,기타 수난 ,마포구,마포소방서
2599,0:05,0:11,0:00,0:03,2023.8.30 22:21,2023.8.30 22:26,2023.8.30 22:37,2023.8.30 22:37,2023.8.30 22:40,여름,기타 수난 ,강동구,119특수구조단
2600,0:02,0:08,0:03,0:07,2023.8.31 18:05,2023.8.31 18:07,2023.8.31 18:15,2023.8.31 18:18,2023.8.31 18:25,여름,고립,강서구,119특수구조단
2601,0:01,0:09,0:14,0:05,2023.8.31 19:16,2023.8.31 19:17,2023.8.31 19:26,2023.8.31 19:40,2023.8.31 19:45,여름,익수,용산구,용산소방서
2602,0:01,0:05,0:03,0:20,2023.8.31 19:16,2023.8.31 19:17,2023.8.31 19:22,2023.8.31 19:25,2023.8.31 19:45,여름,익수,용산구,119특수구조단
2603,0:01,0:01,0:15,0:05,2023.8.31 20:23,2023.8.31 20:24,2023.8.31 20:25,2023.8.31 20:40,2023.8.31 20:45,여름,익수,서초구,119특수구조단
2604,0:02,0:05,0:05,0:09,2023.9.1 0:54,2023.9.1 0:56,2023.9.1 1:01,2023.9.1 1:06,2023.9.1 1:15,가을,수색,마포구,영등포소방서
2605,0:01,0:04,0:20,0:05,2023.9.1 1:15,2023.9.1 1:16,2023.9.1 1:20,2023.9.1 1:40,2023.9.1 1:45,가을,익수,서초구,119특수구조단
2606,0:01,0:05,0:05,0:11,2023.9.1 3:23,2023.9.1 3:24,2023.9.1 3:29,2023.9.1 3:34,2023.9.1 3:45,가을,기타 수난 ,동작구,용산소방서
2607,0:01,0:05,0:05,0:06,2023.9.1 3:23,2023.9.1 3:24,2023.9.1 3:29,2023.9.1 3:34,2023.9.1 3:40,가을,익수,동작구,119특수구조단
2608,0:00,0:08,0:22,0:12,2023.9.1 8:48,2023.9.1 8:48,2023.9.1 8:56,2023.9.1 9:18,2023.9.1 9:30,가을,익수,용산구,용산소방서
2609,0:01,0:05,0:06,0:19,2023.9.1 12:19,2023.9.1 12:20,2023.9.1 12:25,2023.9.1 12:31,2023.9.1 12:50,가을,기타 수난 ,영등포구,영등포소방서
2610,0:02,0:11,0:10,0:10,2023.9.1 17:52,2023.9.1 17:54,2023.9.1 18:05,2023.9.1 18:15,2023.9.1 18:25,가을,수색,송파구,강남소방서
2611,0:02,0:04,0:22,0:14,2023.9.1 17:52,2023.9.1 17:54,2023.9.1 17:58,2023.9.1 18:20,2023.9.1 18:34,가을,수색,송파구,송파소방서
2612,0:02,0:02,0:04,0:10,2023.9.1 17:52,2023.9.1 17:54,2023.9.1 17:56,2023.9.1 18:00,2023.9.1 18:10,가을,익수,송파구,119특수구조단
2613,0:02,0:05,0:16,0:05,2023.9.1 17:52,2023.9.1 17:54,2023.9.1 17:59,2023.9.1 18:15,2023.9.1 18:20,가을,기타 수난 ,송파구,119특수구조단
2614,0:03,0:05,0:26,0:05,2023.9.1 20:46,2023.9.1 20:49,2023.9.1 20:54,2023.9.1 21:20,2023.9.1 21:25,가을,기타 수난 ,마포구,마포소방서
2615,0:03,0:04,1:27,0:10,2023.9.1 21:56,2023.9.1 21:59,2023.9.1 22:03,2023.9.1 23:30,2023.9.1 23:40,가을,기타 수난 ,송파구,119특수구조단
2616,0:02,0:00,0:00,0:17,2023.9.2 4:31,2023.9.2 4:33,2023.9.2 4:33,2023.9.2 4:33,2023.9.2 4:50,가을,수색,강남구,강남소방서
2617,0:01,0:05,0:09,0:33,2023.9.2 8:34,2023.9.2 8:35,2023.9.2 8:40,2023.9.2 8:49,2023.9.2 9:22,가을,수색,광진구,광진소방서
2618,0:01,0:05,0:05,0:15,2023.9.2 8:34,2023.9.2 8:35,2023.9.2 8:40,2023.9.2 8:45,2023.9.2 9:00,가을,기타 수난 ,광진구,119특수구조단
2619,0:02,0:05,0:11,0:08,2023.9.2 16:04,2023.9.2 16:06,2023.9.2 16:11,2023.9.2 16:22,2023.9.2 16:30,가을,기타 수난 ,도봉구,도봉소방서
2620,0:01,0:03,0:02,1:08,2023.9.2 16:31,2023.9.2 16:32,2023.9.2 16:35,2023.9.2 16:37,2023.9.2 17:45,가을,고립,영등포구,119특수구조단
2621,1:07,0:00,1:02,0:10,2023.9.2 16:31,2023.9.2 17:38,2023.9.2 17:38,2023.9.2 18:40,2023.9.2 18:50,가을,기타 수난 ,영등포구,119특수구조단
2622,0:02,0:05,0:08,0:23,2023.9.2 16:42,2023.9.2 16:44,2023.9.2 16:49,2023.9.2 16:57,2023.9.2 17:20,가을,기타 수난 ,영등포구,영등포소방서
2623,0:01,0:05,0:03,0:08,2023.9.3 5:38,2023.9.3 5:39,2023.9.3 5:44,2023.9.3 5:47,2023.9.3 5:55,가을,기타 수난 ,영등포구,영등포소방서
2624,0:01,0:07,0:01,0:11,2023.9.3 5:38,2023.9.3 5:39,2023.9.3 5:46,2023.9.3 5:47,2023.9.3 5:58,가을,기타 수난 ,영등포구,영등포소방서
2625,0:02,0:06,0:04,0:05,2023.9.3 6:18,2023.9.3 6:20,2023.9.3 6:26,2023.9.3 6:30,2023.9.3 6:35,가을,기타 수난 ,강동구,강동소방서
2626,0:02,0:09,0:00,0:12,2023.9.3 7:27,2023.9.3 7:29,2023.9.3 7:38,2023.9.3 7:38,2023.9.3 7:50,가을,기타 수난 ,강동구,강동소방서
2627,0:02,0:05,0:02,0:09,2023.9.3 12:27,2023.9.3 12:29,2023.9.3 12:34,2023.9.3 12:36,2023.9.3 12:45,가을,수색,마포구,영등포소방서
2628,0:01,0:06,0:20,0:08,2023.9.3 13:43,2023.9.3 13:44,2023.9.3 13:50,2023.9.3 14:10,2023.9.3 14:18,가을,수색,영등포구,영등포소방서
2629,0:01,0:02,0:16,0:05,2023.9.3 14:36,2023.9.3 14:37,2023.9.3 14:39,2023.9.3 14:55,2023.9.3 15:00,가을,사체인양,성동구,119특수구조단
2630,0:01,0:00,0:00,0:13,2023.9.3 14:36,2023.9.3 14:37,2023.9.3 14:37,2023.9.3 14:37,2023.9.3 14:50,가을,사체인양,성동구,성동소방서
2631,0:07,0:09,0:09,0:07,2023.9.3 14:43,2023.9.3 14:50,2023.9.3 14:59,2023.9.3 15:08,2023.9.3 15:15,가을,기타 수난 ,강서구,119특수구조단
2632,0:01,0:03,0:00,0:21,2023.9.3 21:05,2023.9.3 21:06,2023.9.3 21:09,2023.9.3 21:09,2023.9.3 21:30,가을,기타 수난 ,마포구,용산소방서
2633,0:01,0:04,0:06,0:08,2023.9.3 22:11,2023.9.3 22:12,2023.9.3 22:16,2023.9.3 22:22,2023.9.3 22:30,가을,기타 수난 ,송파구,119특수구조단
2634,0:01,0:04,0:17,0:07,2023.9.3 22:11,2023.9.3 22:12,2023.9.3 22:16,2023.9.3 22:33,2023.9.3 22:40,가을,기타 수난 ,송파구,119특수구조단
2635,0:02,0:03,0:07,0:05,2023.9.3 22:43,2023.9.3 22:45,2023.9.3 22:48,2023.9.3 22:55,2023.9.3 23:00,가을,기타 수난 ,성동구,119특수구조단
2636,0:02,0:08,0:00,0:07,2023.9.3 22:43,2023.9.3 22:45,2023.9.3 22:53,2023.9.3 22:53,2023.9.3 23:00,가을,기타 수난 ,성동구,성동소방서
2637,0:01,0:05,0:08,0:14,2023.9.3 23:27,2023.9.3 23:28,2023.9.3 23:33,2023.9.3 23:41,2023.9.3 23:55,가을,기타 수난 ,송파구,119특수구조단
2638,0:01,0:05,0:05,0:10,2023.9.4 10:34,2023.9.4 10:35,2023.9.4 10:40,2023.9.4 10:45,2023.9.4 10:55,가을,기타 수난 ,강서구,강서소방서
2639,0:02,0:04,0:08,0:10,2023.9.4 13:16,2023.9.4 13:18,2023.9.4 13:22,2023.9.4 13:30,2023.9.4 13:40,가을,기타 수난 ,강서구,강서소방서
2640,0:02,0:06,0:45,0:20,2023.9.4 18:32,2023.9.4 18:34,2023.9.4 18:40,2023.9.4 19:25,2023.9.4 19:45,가을,기타 수난 ,마포구,마포소방서
2641,0:03,0:05,0:01,0:05,2023.9.4 20:31,2023.9.4 20:34,2023.9.4 20:39,2023.9.4 20:40,2023.9.4 20:45,가을,기타 수난 ,용산구,119특수구조단
2642,0:03,0:10,0:01,0:04,2023.9.4 21:04,2023.9.4 21:07,2023.9.4 21:17,2023.9.4 21:18,2023.9.4 21:22,가을,기타 수난 ,송파구,강동소방서
2643,0:03,0:10,0:02,0:03,2023.9.4 21:04,2023.9.4 21:07,2023.9.4 21:17,2023.9.4 21:19,2023.9.4 21:22,가을,수색,송파구,강동소방서
2644,0:03,0:03,0:10,0:05,2023.9.4 21:04,2023.9.4 21:07,2023.9.4 21:10,2023.9.4 21:20,2023.9.4 21:25,가을,기타 수난 ,송파구,119특수구조단
2645,0:01,0:01,0:22,0:05,2023.9.4 21:06,2023.9.4 21:07,2023.9.4 21:08,2023.9.4 21:30,2023.9.4 21:35,가을,기타 수난 ,마포구,마포소방서
2646,0:01,0:07,0:00,0:12,2023.9.4 21:53,2023.9.4 21:54,2023.9.4 22:01,2023.9.4 22:01,2023.9.4 22:13,가을,기타 수난 ,영등포구,영등포소방서
2647,0:02,0:06,0:00,1:07,2023.9.4 22:30,2023.9.4 22:32,2023.9.4 22:38,2023.9.4 22:38,2023.9.4 23:45,가을,기타 수난 ,영등포구,영등포소방서
2648,0:02,0:06,0:22,0:10,2023.9.4 22:30,2023.9.4 22:32,2023.9.4 22:38,2023.9.4 23:00,2023.9.4 23:10,가을,기타 수난 ,영등포구,마포소방서
2649,0:00,0:05,0:08,0:08,2023.9.4 23:19,2023.9.4 23:19,2023.9.4 23:24,2023.9.4 23:32,2023.9.4 23:40,가을,기타 수난 ,용산구,119특수구조단
2650,0:01,0:05,0:05,0:11,2023.9.4 23:23,2023.9.4 23:24,2023.9.4 23:29,2023.9.4 23:34,2023.9.4 23:45,가을,기타 수난 ,성동구,성동소방서
2651,0:03,0:06,0:06,0:17,2023.9.5 4:28,2023.9.5 4:31,2023.9.5 4:37,2023.9.5 4:43,2023.9.5 5:00,가을,기타 수난 ,영등포구,마포소방서
2652,0:02,0:02,0:04,0:03,2023.9.5 6:29,2023.9.5 6:31,2023.9.5 6:33,2023.9.5 6:37,2023.9.5 6:40,가을,기타 수난 ,강동구,119특수구조단
2653,0:04,0:07,0:00,0:19,2023.9.5 18:45,2023.9.5 18:49,2023.9.5 18:56,2023.9.5 18:56,2023.9.5 19:15,가을,침수,동대문구,동대문소방서
2654,0:01,0:06,0:20,0:12,2023.9.5 20:07,2023.9.5 20:08,2023.9.5 20:14,2023.9.5 20:34,2023.9.5 20:46,가을,기타 수난 ,용산구,영등포소방서
2655,0:02,0:08,0:02,0:06,2023.9.6 0:42,2023.9.6 0:44,2023.9.6 0:52,2023.9.6 0:54,2023.9.6 1:00,가을,기타 수난 ,영등포구,용산소방서
2656,0:01,0:07,0:01,0:13,2023.9.6 0:45,2023.9.6 0:46,2023.9.6 0:53,2023.9.6 0:54,2023.9.6 1:07,가을,기타 수난 ,영등포구,영등포소방서
2657,0:00,0:06,0:11,0:07,2023.9.6 11:16,2023.9.6 11:16,2023.9.6 11:22,2023.9.6 11:33,2023.9.6 11:40,가을,익수,송파구,광진소방서
2658,0:00,0:06,0:08,0:10,2023.9.6 11:16,2023.9.6 11:16,2023.9.6 11:22,2023.9.6 11:30,2023.9.6 11:40,가을,기타 수난 ,송파구,광진소방서
2659,0:00,0:06,0:00,0:00,2023.9.6 11:16,2023.9.6 11:16,2023.9.6 11:22,2023.9.6 11:22,2023.9.6 11:22,가을,기타 수난 ,송파구,강남소방서
2660,0:00,0:04,0:30,0:10,2023.9.6 11:16,2023.9.6 11:16,2023.9.6 11:20,2023.9.6 11:50,2023.9.6 12:00,가을,기타 수난 ,송파구,119특수구조단
2661,0:00,0:04,0:14,0:06,2023.9.6 11:16,2023.9.6 11:16,2023.9.6 11:20,2023.9.6 11:34,2023.9.6 11:40,가을,기타 수난 ,송파구,119특수구조단
2662,0:00,0:05,0:05,0:10,2023.9.6 12:10,2023.9.6 12:10,2023.9.6 12:15,2023.9.6 12:20,2023.9.6 12:30,가을,익수,용산구,119특수구조단
2663,0:01,0:04,0:00,0:04,2023.9.6 17:31,2023.9.6 17:32,2023.9.6 17:36,2023.9.6 17:36,2023.9.6 17:40,가을,수색,마포구,용산소방서
2664,0:01,0:07,1:27,0:15,2023.9.6 17:40,2023.9.6 17:41,2023.9.6 17:48,2023.9.6 19:15,2023.9.6 19:30,가을,수색,송파구,송파소방서
2665,0:02,0:04,0:05,0:10,2023.9.6 19:39,2023.9.6 19:41,2023.9.6 19:45,2023.9.6 19:50,2023.9.6 20:00,가을,기타 수난 ,송파구,119특수구조단
2666,0:01,0:04,0:03,0:05,2023.9.6 20:47,2023.9.6 20:48,2023.9.6 20:52,2023.9.6 20:55,2023.9.6 21:00,가을,기타 수난 ,강남구,119특수구조단
2667,0:01,0:00,0:00,0:00,2023.9.6 22:23,2023.9.6 22:24,2023.9.6 22:24,2023.9.6 22:24,2023.9.6 22:24,가을,기타 수난 ,송파구,119특수구조단
2668,0:01,0:03,0:13,0:05,2023.9.6 22:23,2023.9.6 22:24,2023.9.6 22:27,2023.9.6 22:40,2023.9.6 22:45,가을,기타 수난 ,송파구,119특수구조단
2669,0:04,0:04,0:17,0:06,2023.9.6 22:59,2023.9.6 23:03,2023.9.6 23:07,2023.9.6 23:24,2023.9.6 23:30,가을,기타 수난 ,송파구,119특수구조단
2670,0:07,0:04,0:17,0:08,2023.9.6 22:59,2023.9.6 23:06,2023.9.6 23:10,2023.9.6 23:27,2023.9.6 23:35,가을,기타 수난 ,송파구,119특수구조단
2671,0:01,0:02,0:10,0:02,2023.9.7 6:05,2023.9.7 6:06,2023.9.7 6:08,2023.9.7 6:18,2023.9.7 6:20,가을,기타 수난 ,강남구,119특수구조단
2672,0:01,0:07,0:03,0:09,2023.9.7 6:40,2023.9.7 6:41,2023.9.7 6:48,2023.9.7 6:51,2023.9.7 7:00,가을,사체인양,영등포구,마포소방서
2673,0:03,0:10,0:10,0:15,2023.9.7 8:27,2023.9.7 8:30,2023.9.7 8:40,2023.9.7 8:50,2023.9.7 9:05,가을,수색,송파구,강남소방서
2674,0:03,0:10,0:01,0:19,2023.9.7 8:27,2023.9.7 8:30,2023.9.7 8:40,2023.9.7 8:41,2023.9.7 9:00,가을,수색,송파구,강동소방서
2675,0:03,0:03,0:07,0:20,2023.9.7 8:27,2023.9.7 8:30,2023.9.7 8:33,2023.9.7 8:40,2023.9.7 9:00,가을,익수,송파구,119특수구조단
2676,0:03,0:05,0:15,0:09,2023.9.7 8:27,2023.9.7 8:30,2023.9.7 8:35,2023.9.7 8:50,2023.9.7 8:59,가을,기타 수난 ,송파구,119특수구조단
2677,0:05,0:07,0:55,0:10,2023.9.7 9:33,2023.9.7 9:38,2023.9.7 9:45,2023.9.7 10:40,2023.9.7 10:50,가을,기타 수난 ,송파구,119특수구조단
2678,0:02,0:01,1:23,0:10,2023.9.7 15:24,2023.9.7 15:26,2023.9.7 15:27,2023.9.7 16:50,2023.9.7 17:00,가을,수색,송파구,119특수구조단
2679,0:01,0:02,0:20,0:10,2023.9.7 17:47,2023.9.7 17:48,2023.9.7 17:50,2023.9.7 18:10,2023.9.7 18:20,가을,익수,강남구,119특수구조단
2680,0:01,0:06,0:33,0:13,2023.9.7 17:47,2023.9.7 17:48,2023.9.7 17:54,2023.9.7 18:27,2023.9.7 18:40,가을,사체인양,강남구,성동소방서
2681,0:01,0:06,0:00,0:06,2023.9.8 0:07,2023.9.8 0:08,2023.9.8 0:14,2023.9.8 0:14,2023.9.8 0:20,가을,기타 수난 ,마포구,마포소방서
2682,0:02,0:04,0:00,0:10,2023.9.8 1:44,2023.9.8 1:46,2023.9.8 1:50,2023.9.8 1:50,2023.9.8 2:00,가을,기타 수난 ,마포구,마포소방서
2683,0:01,0:13,0:15,0:10,2023.9.8 13:01,2023.9.8 13:02,2023.9.8 13:15,2023.9.8 13:30,2023.9.8 13:40,가을,침수,강서구,강서소방서
2684,0:02,0:04,0:07,0:07,2023.9.8 15:32,2023.9.8 15:34,2023.9.8 15:38,2023.9.8 15:45,2023.9.8 15:52,가을,기타 수난 ,마포구,마포소방서
2685,0:01,0:05,0:03,0:05,2023.9.9 4:36,2023.9.9 4:37,2023.9.9 4:42,2023.9.9 4:45,2023.9.9 4:50,가을,기타 수난 ,강동구,강동소방서
2686,0:01,0:03,0:12,0:07,2023.9.9 9:02,2023.9.9 9:03,2023.9.9 9:06,2023.9.9 9:18,2023.9.9 9:25,가을,사체인양,영등포구,영등포소방서
2687,0:01,0:03,0:20,0:04,2023.9.9 9:02,2023.9.9 9:03,2023.9.9 9:06,2023.9.9 9:26,2023.9.9 9:30,가을,사체인양,영등포구,119특수구조단
2688,0:02,0:05,0:02,0:13,2023.9.9 14:13,2023.9.9 14:15,2023.9.9 14:20,2023.9.9 14:22,2023.9.9 14:35,가을,익수,마포구,서대문소방서
2689,0:02,0:03,0:01,0:03,2023.9.9 14:13,2023.9.9 14:15,2023.9.9 14:18,2023.9.9 14:19,2023.9.9 14:22,가을,고립,마포구,119특수구조단
2690,0:03,0:04,0:03,0:05,2023.9.9 17:10,2023.9.9 17:13,2023.9.9 17:17,2023.9.9 17:20,2023.9.9 17:25,가을,침몰,서초구,119특수구조단
2691,0:04,0:01,0:44,0:10,2023.9.9 20:31,2023.9.9 20:35,2023.9.9 20:36,2023.9.9 21:20,2023.9.9 21:30,가을,익수,서초구,119특수구조단
2692,0:01,0:05,0:02,0:06,2023.9.9 23:11,2023.9.9 23:12,2023.9.9 23:17,2023.9.9 23:19,2023.9.9 23:25,가을,수색,마포구,영등포소방서
2693,0:01,0:04,0:06,0:07,2023.9.10 2:12,2023.9.10 2:13,2023.9.10 2:17,2023.9.10 2:23,2023.9.10 2:30,가을,기타 수난 ,송파구,119특수구조단
2694,0:01,0:05,0:10,0:07,2023.9.10 2:12,2023.9.10 2:13,2023.9.10 2:18,2023.9.10 2:28,2023.9.10 2:35,가을,기타 수난 ,송파구,119특수구조단
2695,0:01,0:03,0:05,0:02,2023.9.10 2:44,2023.9.10 2:45,2023.9.10 2:48,2023.9.10 2:53,2023.9.10 2:55,가을,기타 수난 ,강동구,119특수구조단
2696,0:03,0:04,0:08,0:09,2023.9.10 4:20,2023.9.10 4:23,2023.9.10 4:27,2023.9.10 4:35,2023.9.10 4:44,가을,기타 수난 ,송파구,119특수구조단
2697,0:03,0:05,0:10,0:07,2023.9.10 4:20,2023.9.10 4:23,2023.9.10 4:28,2023.9.10 4:38,2023.9.10 4:45,가을,기타 수난 ,송파구,119특수구조단
2698,0:04,0:08,0:01,0:15,2023.9.10 18:07,2023.9.10 18:11,2023.9.10 18:19,2023.9.10 18:20,2023.9.10 18:35,가을,익수,영등포구,영등포소방서
2699,0:01,0:07,0:26,0:15,2023.9.10 19:26,2023.9.10 19:27,2023.9.10 19:34,2023.9.10 20:00,2023.9.10 20:15,가을,수색,송파구,강남소방서
2700,0:01,0:05,0:38,0:00,2023.9.10 19:26,2023.9.10 19:27,2023.9.10 19:32,2023.9.10 20:10,2023.9.10 20:10,가을,기타 수난 ,송파구,119특수구조단
2701,0:01,0:03,0:05,0:05,2023.9.10 22:06,2023.9.10 22:07,2023.9.10 22:10,2023.9.10 22:15,2023.9.10 22:20,가을,기타 수난 ,강동구,119특수구조단
2702,0:06,0:03,0:16,0:05,2023.9.10 22:15,2023.9.10 22:21,2023.9.10 22:24,2023.9.10 22:40,2023.9.10 22:45,가을,기타 수난 ,강동구,119특수구조단
2703,0:02,0:04,0:00,0:13,2023.9.10 22:41,2023.9.10 22:43,2023.9.10 22:47,2023.9.10 22:47,2023.9.10 23:00,가을,기타 수난 ,마포구,영등포소방서
2704,0:01,0:04,0:06,0:03,2023.9.11 0:01,2023.9.11 0:02,2023.9.11 0:06,2023.9.11 0:12,2023.9.11 0:15,가을,기타 수난 ,송파구,119특수구조단
2705,0:02,0:08,0:16,0:04,2023.9.11 0:05,2023.9.11 0:07,2023.9.11 0:15,2023.9.11 0:31,2023.9.11 0:35,가을,기타 수난 ,마포구,마포소방서
2706,0:02,0:08,0:16,0:04,2023.9.11 0:05,2023.9.11 0:07,2023.9.11 0:15,2023.9.11 0:31,2023.9.11 0:35,가을,수색,마포구,강서소방서
2707,0:02,0:04,0:08,0:05,2023.9.11 2:26,2023.9.11 2:28,2023.9.11 2:32,2023.9.11 2:40,2023.9.11 2:45,가을,기타 수난 ,중구,중부소방서
2708,0:02,0:05,0:00,0:11,2023.9.11 2:32,2023.9.11 2:34,2023.9.11 2:39,2023.9.11 2:39,2023.9.11 2:50,가을,기타 수난 ,마포구,영등포소방서
2709,0:02,0:04,0:40,0:00,2023.9.11 3:44,2023.9.11 3:46,2023.9.11 3:50,2023.9.11 4:30,2023.9.11 4:30,가을,기타 수난 ,영등포구,영등포소방서
2710,0:01,0:05,0:01,0:07,2023.9.11 4:36,2023.9.11 4:37,2023.9.11 4:42,2023.9.11 4:43,2023.9.11 4:50,가을,기타 수난 ,마포구,마포소방서
2711,0:01,0:07,0:09,0:01,2023.9.11 7:07,2023.9.11 7:08,2023.9.11 7:15,2023.9.11 7:24,2023.9.11 7:25,가을,익수,영등포구,영등포소방서
2712,0:01,0:05,0:11,0:06,2023.9.11 7:07,2023.9.11 7:08,2023.9.11 7:13,2023.9.11 7:24,2023.9.11 7:30,가을,사체인양,영등포구,119특수구조단
2713,0:02,0:07,0:00,0:05,2023.9.11 13:36,2023.9.11 13:38,2023.9.11 13:45,2023.9.11 13:45,2023.9.11 13:50,가을,기타 수난 ,강동구,강동소방서
2714,0:02,0:02,0:00,0:10,2023.9.11 13:36,2023.9.11 13:38,2023.9.11 13:40,2023.9.11 13:40,2023.9.11 13:50,가을,기타 수난 ,강동구,강동소방서
2715,0:01,0:10,0:00,0:10,2023.9.11 15:33,2023.9.11 15:34,2023.9.11 15:44,2023.9.11 15:44,2023.9.11 15:54,가을,기타 수난 ,마포구,마포소방서
2716,0:01,0:05,0:05,0:05,2023.9.11 16:54,2023.9.11 16:55,2023.9.11 17:00,2023.9.11 17:05,2023.9.11 17:10,가을,기타 수난 ,동작구,동작소방서
2717,0:00,0:05,0:01,0:10,2023.9.11 17:44,2023.9.11 17:44,2023.9.11 17:49,2023.9.11 17:50,2023.9.11 18:00,가을,기타 수난 ,마포구,영등포소방서
2718,0:01,0:05,0:00,0:08,2023.9.11 20:29,2023.9.11 20:30,2023.9.11 20:35,2023.9.11 20:35,2023.9.11 20:43,가을,기타 수난 ,마포구,마포소방서
2719,0:01,0:05,0:02,0:06,2023.9.11 20:29,2023.9.11 20:30,2023.9.11 20:35,2023.9.11 20:37,2023.9.11 20:43,가을,기타 수난 ,마포구,마포소방서
2720,0:02,0:05,0:01,0:08,2023.9.11 20:44,2023.9.11 20:46,2023.9.11 20:51,2023.9.11 20:52,2023.9.11 21:00,가을,기타 수난 ,마포구,영등포소방서
2721,0:02,0:04,0:00,0:20,2023.9.11 20:44,2023.9.11 20:46,2023.9.11 20:50,2023.9.11 20:50,2023.9.11 21:10,가을,기타 수난 ,마포구,마포소방서
2722,0:01,0:02,0:10,0:05,2023.9.12 18:52,2023.9.12 18:53,2023.9.12 18:55,2023.9.12 19:05,2023.9.12 19:10,가을,익수,서초구,119특수구조단
2723,0:01,0:05,0:00,0:04,2023.9.13 3:59,2023.9.13 4:00,2023.9.13 4:05,2023.9.13 4:05,2023.9.13 4:09,가을,수색,마포구,영등포소방서
2724,0:01,0:10,0:04,0:21,2023.9.13 13:31,2023.9.13 13:32,2023.9.13 13:42,2023.9.13 13:46,2023.9.13 14:07,가을,기타 수난 ,광진구,광진소방서
2725,0:01,0:05,0:08,0:05,2023.9.13 13:31,2023.9.13 13:32,2023.9.13 13:37,2023.9.13 13:45,2023.9.13 13:50,가을,침수,광진구,동대문소방서
2726,0:01,0:05,0:08,0:05,2023.9.13 15:06,2023.9.13 15:07,2023.9.13 15:12,2023.9.13 15:20,2023.9.13 15:25,가을,기타 수난 ,영등포구,마포소방서
2727,0:02,0:05,0:28,0:10,2023.9.13 17:30,2023.9.13 17:32,2023.9.13 17:37,2023.9.13 18:05,2023.9.13 18:15,가을,기타 수난 ,중구,중부소방서
2728,0:02,0:04,0:04,0:07,2023.9.13 21:25,2023.9.13 21:27,2023.9.13 21:31,2023.9.13 21:35,2023.9.13 21:42,가을,기타 수난 ,송파구,강동소방서
2729,0:02,0:02,0:06,0:05,2023.9.13 21:25,2023.9.13 21:27,2023.9.13 21:29,2023.9.13 21:35,2023.9.13 21:40,가을,기타 수난 ,송파구,119특수구조단
2730,0:02,0:05,0:00,0:05,2023.9.13 21:53,2023.9.13 21:55,2023.9.13 22:00,2023.9.13 22:00,2023.9.13 22:05,가을,기타 수난 ,마포구,마포소방서
2731,0:03,0:05,0:00,0:21,2023.9.13 22:06,2023.9.13 22:09,2023.9.13 22:14,2023.9.13 22:14,2023.9.13 22:35,가을,기타 수난 ,영등포구,영등포소방서
2732,0:01,0:05,0:00,0:08,2023.9.13 23:06,2023.9.13 23:07,2023.9.13 23:12,2023.9.13 23:12,2023.9.13 23:20,가을,기타 수난 ,마포구,영등포소방서
2733,0:01,0:04,0:33,0:17,2023.9.14 11:30,2023.9.14 11:31,2023.9.14 11:35,2023.9.14 12:08,2023.9.14 12:25,가을,익수,영등포구,119특수구조단
2734,0:01,0:07,0:31,0:10,2023.9.14 15:11,2023.9.14 15:12,2023.9.14 15:19,2023.9.14 15:50,2023.9.14 16:00,가을,익수,용산구,강남소방서
2735,0:01,0:06,0:05,0:11,2023.9.14 15:47,2023.9.14 15:48,2023.9.14 15:54,2023.9.14 15:59,2023.9.14 16:10,가을,수색,강동구,광진소방서
2736,0:01,0:10,0:01,0:11,2023.9.14 15:47,2023.9.14 15:48,2023.9.14 15:58,2023.9.14 15:59,2023.9.14 16:10,가을,사체인양,강동구,강동소방서
2737,0:02,0:06,0:02,0:08,2023.9.14 20:22,2023.9.14 20:24,2023.9.14 20:30,2023.9.14 20:32,2023.9.14 20:40,가을,수색,강남구,용산소방서
2738,0:02,0:05,0:04,0:10,2023.9.14 20:22,2023.9.14 20:24,2023.9.14 20:29,2023.9.14 20:33,2023.9.14 20:43,가을,기타 수난 ,강남구,119특수구조단
2739,0:01,0:05,0:01,0:09,2023.9.14 22:09,2023.9.14 22:10,2023.9.14 22:15,2023.9.14 22:16,2023.9.14 22:25,가을,기타 수난 ,마포구,영등포소방서
2740,0:02,0:05,0:04,0:12,2023.9.14 23:04,2023.9.14 23:06,2023.9.14 23:11,2023.9.14 23:15,2023.9.14 23:27,가을,기타 수난 ,송파구,119특수구조단
2741,0:01,0:05,0:03,0:10,2023.9.15 5:16,2023.9.15 5:17,2023.9.15 5:22,2023.9.15 5:25,2023.9.15 5:35,가을,수색,용산구,용산소방서
2742,0:01,0:06,0:01,0:09,2023.9.15 10:53,2023.9.15 10:54,2023.9.15 11:00,2023.9.15 11:01,2023.9.15 11:10,가을,수색,마포구,영등포소방서
2743,0:01,0:03,0:00,0:13,2023.9.15 10:53,2023.9.15 10:54,2023.9.15 10:57,2023.9.15 10:57,2023.9.15 11:10,가을,기타 수난 ,마포구,119특수구조단
