사건,신고,출동,구조,복귀,신고시각,출동시각,현장도착시각,구조완료시각,복귀시각,계절명,사고원인명,현장시군구명,소방서명
145,0:02,0:02,0:09,0:05,2023.1.18 7:52,2023.1.18 7:54,2023.1.18 7:56,2023.1.18 8:05,2023.1.18 8:10,겨울,기타 수난 ,송파구,119특수구조단
146,0:03,0:03,0:07,0:08,2023.1.18 21:52,2023.1.18 21:55,2023.1.18 21:58,2023.1.18 22:05,2023.1.18 22:13,겨울,기타 수난 ,동작구,용산소방서
147,0:03,0:03,0:07,0:05,2023.1.18 21:52,2023.1.18 21:55,2023.1.18 21:58,2023.1.18 22:05,2023.1.18 22:10,겨울,기타 수난 ,동작구,119특수구조단
148,0:02,0:04,0:04,0:15,2023.1.18 22:05,2023.1.18 22:07,2023.1.18 22:11,2023.1.18 22:15,2023.1.18 22:30,겨울,기타 수난 ,영등포구,영등포소방서
149,0:03,0:04,0:00,0:06,2023.1.18 22:07,2023.1.18 22:10,2023.1.18 22:14,2023.1.18 22:14,2023.1.18 22:20,겨울,기타 수난 ,영등포구,마포소방서
150,0:01,0:06,0:03,0:09,2023.1.19 22:21,2023.1.19 22:22,2023.1.19 22:28,2023.1.19 22:31,2023.1.19 22:40,겨울,기타 수난 ,강동구,강동소방서
151,0:01,0:03,0:08,0:05,2023.1.20 1:11,2023.1.20 1:12,2023.1.20 1:15,2023.1.20 1:23,2023.1.20 1:28,겨울,기타 수난 ,마포구,마포소방서
152,0:03,0:09,0:11,0:07,2023.1.20 15:50,2023.1.20 15:53,2023.1.20 16:02,2023.1.20 16:13,2023.1.20 16:20,겨울,침몰,강서구,119특수구조단
153,0:00,0:05,0:01,0:04,2023.1.21 1:27,2023.1.21 1:27,2023.1.21 1:32,2023.1.21 1:33,2023.1.21 1:37,겨울,기타 수난 ,강동구,광진소방서
154,0:00,0:04,0:00,0:09,2023.1.21 1:27,2023.1.21 1:27,2023.1.21 1:31,2023.1.21 1:31,2023.1.21 1:40,겨울,기타 수난 ,강동구,강동소방서
155,0:00,0:08,0:05,0:10,2023.1.21 1:27,2023.1.21 1:27,2023.1.21 1:35,2023.1.21 1:40,2023.1.21 1:50,겨울,기타 수난 ,강동구,강동소방서
156,0:00,0:04,0:04,0:05,2023.1.21 1:27,2023.1.21 1:27,2023.1.21 1:31,2023.1.21 1:35,2023.1.21 1:40,겨울,기타 수난 ,강동구,119특수구조단
157,0:01,0:10,0:12,0:05,2023.1.21 3:52,2023.1.21 3:53,2023.1.21 4:03,2023.1.21 4:15,2023.1.21 4:20,겨울,기타 수난 ,송파구,송파소방서
158,0:02,0:05,0:05,0:15,2023.1.21 4:43,2023.1.21 4:45,2023.1.21 4:50,2023.1.21 4:55,2023.1.21 5:10,겨울,기타 수난 ,영등포구,영등포소방서
159,0:02,0:03,0:02,0:10,2023.1.21 4:43,2023.1.21 4:45,2023.1.21 4:48,2023.1.21 4:50,2023.1.21 5:00,겨울,기타 수난 ,영등포구,119특수구조단
160,0:11,0:12,0:07,0:10,2023.1.21 11:15,2023.1.21 11:26,2023.1.21 11:38,2023.1.21 11:45,2023.1.21 11:55,겨울,수색,마포구,119특수구조단
161,0:00,0:04,0:00,0:06,2023.1.22 7:30,2023.1.22 7:30,2023.1.22 7:34,2023.1.22 7:34,2023.1.22 7:40,겨울,수색,영등포구,영등포소방서
162,0:01,0:05,0:02,0:06,2023.1.22 14:48,2023.1.22 14:49,2023.1.22 14:54,2023.1.22 14:56,2023.1.22 15:02,겨울,익수,송파구,강동소방서
163,0:01,0:05,0:02,0:19,2023.1.22 14:48,2023.1.22 14:49,2023.1.22 14:54,2023.1.22 14:56,2023.1.22 15:15,겨울,익수,송파구,강동소방서
164,0:01,0:04,0:01,0:06,2023.1.22 14:48,2023.1.22 14:49,2023.1.22 14:53,2023.1.22 14:54,2023.1.22 15:00,겨울,기타 수난 ,송파구,119특수구조단
165,0:03,0:03,0:01,0:17,2023.1.22 18:30,2023.1.22 18:33,2023.1.22 18:36,2023.1.22 18:37,2023.1.22 18:54,겨울,기타 수난 ,종로구,종로소방서
166,0:02,0:03,0:00,0:09,2023.1.22 21:06,2023.1.22 21:08,2023.1.22 21:11,2023.1.22 21:11,2023.1.22 21:20,겨울,기타 수난 ,마포구,마포소방서
167,0:01,0:05,0:01,0:09,2023.1.23 1:04,2023.1.23 1:05,2023.1.23 1:10,2023.1.23 1:11,2023.1.23 1:20,겨울,기타 수난 ,마포구,마포소방서
168,0:01,0:04,0:02,0:05,2023.1.23 1:04,2023.1.23 1:05,2023.1.23 1:09,2023.1.23 1:11,2023.1.23 1:16,겨울,기타 수난 ,마포구,119특수구조단
169,0:02,0:06,0:08,0:06,2023.1.23 1:10,2023.1.23 1:12,2023.1.23 1:18,2023.1.23 1:26,2023.1.23 1:32,겨울,기타 수난 ,성동구,119특수구조단
170,0:00,0:04,0:33,0:05,2023.1.23 12:23,2023.1.23 12:23,2023.1.23 12:27,2023.1.23 13:00,2023.1.23 13:05,겨울,침수,서초구,서초소방서
171,0:03,0:11,0:00,0:10,2023.1.23 20:01,2023.1.23 20:04,2023.1.23 20:15,2023.1.23 20:15,2023.1.23 20:25,겨울,기타 수난 ,용산구,서초소방서
172,0:01,0:04,0:14,0:10,2023.1.23 20:01,2023.1.23 20:02,2023.1.23 20:06,2023.1.23 20:20,2023.1.23 20:30,겨울,기타 수난 ,용산구,119특수구조단
173,0:03,0:05,0:08,0:08,2023.1.23 20:01,2023.1.23 20:04,2023.1.23 20:09,2023.1.23 20:17,2023.1.23 20:25,겨울,수색,용산구,119특수구조단
174,0:02,0:01,0:30,0:05,2023.1.23 21:57,2023.1.23 21:59,2023.1.23 22:00,2023.1.23 22:30,2023.1.23 22:35,겨울,기타 수난 ,광진구,119특수구조단
175,0:02,0:05,0:14,0:05,2023.1.24 10:39,2023.1.24 10:41,2023.1.24 10:46,2023.1.24 11:00,2023.1.24 11:05,겨울,기타 수난 ,용산구,용산소방서
176,0:02,0:04,0:05,0:10,2023.1.24 10:39,2023.1.24 10:41,2023.1.24 10:45,2023.1.24 10:50,2023.1.24 11:00,겨울,기타 수난 ,용산구,119특수구조단
177,0:01,0:04,0:03,0:06,2023.1.25 11:52,2023.1.25 11:53,2023.1.25 11:57,2023.1.25 12:00,2023.1.25 12:06,겨울,기타 수난 ,마포구,마포소방서
178,0:01,0:04,0:08,0:25,2023.1.25 11:52,2023.1.25 11:53,2023.1.25 11:57,2023.1.25 12:05,2023.1.25 12:30,겨울,기타 수난 ,마포구,119특수구조단
179,0:01,0:05,0:05,0:10,2023.1.25 13:09,2023.1.25 13:10,2023.1.25 13:15,2023.1.25 13:20,2023.1.25 13:30,겨울,기타 수난 ,서초구,서초소방서
180,0:01,0:01,0:04,0:05,2023.1.25 13:09,2023.1.25 13:10,2023.1.25 13:11,2023.1.25 13:15,2023.1.25 13:20,겨울,기타 수난 ,서초구,119특수구조단
181,0:03,0:06,0:50,0:00,2023.1.25 15:26,2023.1.25 15:29,2023.1.25 15:35,2023.1.25 16:25,2023.1.25 16:25,겨울,기타 수난 ,용산구,119특수구조단
182,0:02,0:08,0:45,0:15,2023.1.25 16:50,2023.1.25 16:52,2023.1.25 17:00,2023.1.25 17:45,2023.1.25 18:00,겨울,기타 수난 ,강남구,119특수구조단
183,0:00,0:01,0:06,0:10,2023.1.25 21:43,2023.1.25 21:43,2023.1.25 21:44,2023.1.25 21:50,2023.1.25 22:00,겨울,기타 수난 ,광진구,119특수구조단
184,0:02,0:06,0:20,0:05,2023.1.26 14:07,2023.1.26 14:09,2023.1.26 14:15,2023.1.26 14:35,2023.1.26 14:40,겨울,기타 수난 ,서초구,서초소방서
185,0:05,0:06,0:08,0:15,2023.1.26 18:51,2023.1.26 18:56,2023.1.26 19:02,2023.1.26 19:10,2023.1.26 19:25,겨울,기타 수난 ,마포구,마포소방서
186,0:02,0:05,0:11,0:07,2023.1.26 18:55,2023.1.26 18:57,2023.1.26 19:02,2023.1.26 19:13,2023.1.26 19:20,겨울,기타 수난 ,영등포구,영등포소방서
187,0:02,0:05,0:11,0:17,2023.1.26 18:55,2023.1.26 18:57,2023.1.26 19:02,2023.1.26 19:13,2023.1.26 19:30,겨울,기타 수난 ,영등포구,영등포소방서
188,0:02,0:03,0:03,0:17,2023.1.26 18:55,2023.1.26 18:57,2023.1.26 19:00,2023.1.26 19:03,2023.1.26 19:20,겨울,기타 수난 ,영등포구,119특수구조단
189,0:02,0:07,0:32,0:06,2023.1.26 19:55,2023.1.26 19:57,2023.1.26 20:04,2023.1.26 20:36,2023.1.26 20:42,겨울,침수,관악구,관악소방서
190,0:01,0:08,0:35,0:10,2023.1.26 20:16,2023.1.26 20:17,2023.1.26 20:25,2023.1.26 21:00,2023.1.26 21:10,겨울,침수,구로구,구로소방서
191,0:02,0:03,0:30,0:05,2023.1.26 22:10,2023.1.26 22:12,2023.1.26 22:15,2023.1.26 22:45,2023.1.26 22:50,겨울,기타 수난 ,중구,중부소방서
192,0:02,0:04,0:03,0:15,2023.1.28 0:36,2023.1.28 0:38,2023.1.28 0:42,2023.1.28 0:45,2023.1.28 1:00,겨울,기타 수난 ,서초구,용산소방서
193,0:02,0:04,0:10,0:08,2023.1.28 0:36,2023.1.28 0:38,2023.1.28 0:42,2023.1.28 0:52,2023.1.28 1:00,겨울,수색,서초구,119특수구조단
194,0:02,0:06,0:02,0:13,2023.1.28 1:02,2023.1.28 1:04,2023.1.28 1:10,2023.1.28 1:12,2023.1.28 1:25,겨울,기타 수난 ,마포구,영등포소방서
195,0:02,0:05,0:03,0:12,2023.1.28 1:02,2023.1.28 1:04,2023.1.28 1:09,2023.1.28 1:12,2023.1.28 1:24,겨울,기타 수난 ,마포구,영등포소방서
196,0:02,0:00,0:54,0:05,2023.1.28 12:39,2023.1.28 12:41,2023.1.28 12:41,2023.1.28 13:35,2023.1.28 13:40,겨울,기타 수난 ,광진구,119특수구조단
197,0:00,0:05,0:06,0:06,2023.1.28 13:48,2023.1.28 13:48,2023.1.28 13:53,2023.1.28 13:59,2023.1.28 14:05,겨울,기타 수난 ,강동구,강동소방서
198,0:00,0:05,0:03,0:04,2023.1.28 13:48,2023.1.28 13:48,2023.1.28 13:53,2023.1.28 13:56,2023.1.28 14:00,겨울,기타 수난 ,강동구,강동소방서
199,0:00,0:05,0:01,0:11,2023.1.28 13:48,2023.1.28 13:48,2023.1.28 13:53,2023.1.28 13:54,2023.1.28 14:05,겨울,수색,강동구,119특수구조단
200,0:02,0:00,0:22,0:10,2023.1.28 15:56,2023.1.28 15:58,2023.1.28 15:58,2023.1.28 16:20,2023.1.28 16:30,겨울,기타 수난 ,강남구,119특수구조단
201,0:02,0:06,0:05,0:25,2023.1.28 16:22,2023.1.28 16:24,2023.1.28 16:30,2023.1.28 16:35,2023.1.28 17:00,겨울,기타 수난 ,마포구,마포소방서
202,0:02,0:04,0:00,0:25,2023.1.28 18:09,2023.1.28 18:11,2023.1.28 18:15,2023.1.28 18:15,2023.1.28 18:40,겨울,기타 수난 ,종로구,종로소방서
203,0:01,0:09,0:17,0:05,2023.1.28 22:28,2023.1.28 22:29,2023.1.28 22:38,2023.1.28 22:55,2023.1.28 23:00,겨울,기타 수난 ,강북구,강북소방서
204,0:00,0:07,0:06,0:10,2023.1.28 22:47,2023.1.28 22:47,2023.1.28 22:54,2023.1.28 23:00,2023.1.28 23:10,겨울,기타 수난 ,도봉구,도봉소방서
205,0:02,0:05,0:04,0:14,2023.1.29 1:35,2023.1.29 1:37,2023.1.29 1:42,2023.1.29 1:46,2023.1.29 2:00,겨울,기타 수난 ,영등포구,영등포소방서
206,0:01,0:05,0:06,0:09,2023.1.29 5:54,2023.1.29 5:55,2023.1.29 6:00,2023.1.29 6:06,2023.1.29 6:15,겨울,기타 수난 ,용산구,119특수구조단
207,0:02,0:05,0:01,0:25,2023.1.29 11:17,2023.1.29 11:19,2023.1.29 11:24,2023.1.29 11:25,2023.1.29 11:50,겨울,기타 수난 ,성동구,강남소방서
208,0:02,0:04,0:07,0:05,2023.1.29 11:17,2023.1.29 11:19,2023.1.29 11:23,2023.1.29 11:30,2023.1.29 11:35,겨울,기타 수난 ,성동구,119특수구조단
209,0:02,0:04,0:02,0:10,2023.1.29 21:12,2023.1.29 21:14,2023.1.29 21:18,2023.1.29 21:20,2023.1.29 21:30,겨울,기타 수난 ,영등포구,영등포소방서
210,0:02,0:06,0:00,0:10,2023.1.29 21:12,2023.1.29 21:14,2023.1.29 21:20,2023.1.29 21:20,2023.1.29 21:30,겨울,기타 수난 ,영등포구,마포소방서
211,0:02,0:02,0:04,0:10,2023.1.29 21:12,2023.1.29 21:14,2023.1.29 21:16,2023.1.29 21:20,2023.1.29 21:30,겨울,기타 수난 ,영등포구,119특수구조단
212,0:03,0:05,0:02,0:18,2023.1.29 23:12,2023.1.29 23:15,2023.1.29 23:20,2023.1.29 23:22,2023.1.29 23:40,겨울,기타 수난 ,마포구,영등포소방서
213,0:03,0:05,0:02,0:06,2023.1.29 23:12,2023.1.29 23:15,2023.1.29 23:20,2023.1.29 23:22,2023.1.29 23:28,겨울,기타 수난 ,마포구,마포소방서
214,0:03,0:03,0:04,0:13,2023.1.29 23:12,2023.1.29 23:15,2023.1.29 23:18,2023.1.29 23:22,2023.1.29 23:35,겨울,침몰,마포구,119특수구조단
215,0:02,0:03,0:04,0:07,2023.1.30 1:17,2023.1.30 1:19,2023.1.30 1:22,2023.1.30 1:26,2023.1.30 1:33,겨울,기타 수난 ,마포구,마포소방서
216,0:02,0:04,0:03,0:09,2023.1.30 1:17,2023.1.30 1:19,2023.1.30 1:23,2023.1.30 1:26,2023.1.30 1:35,겨울,기타 수난 ,마포구,119특수구조단
217,0:02,0:11,2:37,0:15,2023.1.30 6:45,2023.1.30 6:47,2023.1.30 6:58,2023.1.30 9:35,2023.1.30 9:50,겨울,침수,송파구,송파소방서
218,0:00,0:08,0:00,0:18,2023.1.30 9:14,2023.1.30 9:14,2023.1.30 9:22,2023.1.30 9:22,2023.1.30 9:40,겨울,침수,중구,중부소방서
219,0:01,0:04,0:33,0:05,2023.1.30 12:17,2023.1.30 12:18,2023.1.30 12:22,2023.1.30 12:55,2023.1.30 13:00,겨울,침수,양천구,양천소방서
220,0:01,0:07,1:01,0:18,2023.1.30 14:13,2023.1.30 14:14,2023.1.30 14:21,2023.1.30 15:22,2023.1.30 15:40,겨울,익수,은평구,은평소방서
221,0:01,0:17,0:20,0:05,2023.1.30 21:17,2023.1.30 21:18,2023.1.30 21:35,2023.1.30 21:55,2023.1.30 22:00,겨울,기타 수난 ,송파구,119특수구조단
222,0:03,0:05,0:02,0:43,2023.1.30 21:32,2023.1.30 21:35,2023.1.30 21:40,2023.1.30 21:42,2023.1.30 22:25,겨울,기타 수난 ,도봉구,도봉소방서
223,0:01,0:05,0:01,0:46,2023.1.30 22:07,2023.1.30 22:08,2023.1.30 22:13,2023.1.30 22:14,2023.1.30 23:00,겨울,기타 수난 ,동작구,용산소방서
224,0:01,0:04,0:02,0:16,2023.1.30 22:07,2023.1.30 22:08,2023.1.30 22:12,2023.1.30 22:14,2023.1.30 22:30,겨울,기타 수난 ,동작구,119특수구조단
225,0:03,0:07,0:18,0:04,2023.1.30 23:48,2023.1.30 23:51,2023.1.30 23:58,2023.1.31 0:16,2023.1.31 0:20,겨울,침수,양천구,양천소방서
226,0:01,0:03,0:04,0:03,2023.1.31 2:49,2023.1.31 2:50,2023.1.31 2:53,2023.1.31 2:57,2023.1.31 3:00,겨울,침수,서초구,서초소방서
227,0:01,0:04,0:22,0:10,2023.1.31 4:03,2023.1.31 4:04,2023.1.31 4:08,2023.1.31 4:30,2023.1.31 4:40,겨울,기타 수난 ,강서구,강서소방서
228,0:00,0:04,0:13,0:15,2023.1.31 8:48,2023.1.31 8:48,2023.1.31 8:52,2023.1.31 9:05,2023.1.31 9:20,겨울,기타 수난 ,강서구,강서소방서
229,0:00,0:07,0:10,0:25,2023.1.31 8:48,2023.1.31 8:48,2023.1.31 8:55,2023.1.31 9:05,2023.1.31 9:30,겨울,기타 수난 ,강서구,119특수구조단
230,0:02,0:05,0:05,0:02,2023.1.31 11:26,2023.1.31 11:28,2023.1.31 11:33,2023.1.31 11:38,2023.1.31 11:40,겨울,기타 수난 ,송파구,광진소방서
231,0:01,0:01,0:00,0:01,2023.1.31 12:26,2023.1.31 12:27,2023.1.31 12:28,2023.1.31 12:28,2023.1.31 12:29,겨울,기타 수난 ,마포구,영등포소방서
232,0:03,0:04,0:01,0:00,2023.1.31 12:26,2023.1.31 12:29,2023.1.31 12:33,2023.1.31 12:34,2023.1.31 12:34,겨울,기타 수난 ,마포구,마포소방서
233,0:01,0:01,0:02,0:10,2023.1.31 12:26,2023.1.31 12:27,2023.1.31 12:28,2023.1.31 12:30,2023.1.31 12:40,겨울,기타 수난 ,마포구,119특수구조단
234,0:01,0:05,0:01,0:13,2023.1.31 21:40,2023.1.31 21:41,2023.1.31 21:46,2023.1.31 21:47,2023.1.31 22:00,겨울,기타 수난 ,서초구,서초소방서
235,0:01,0:05,0:04,0:05,2023.1.31 21:40,2023.1.31 21:41,2023.1.31 21:46,2023.1.31 21:50,2023.1.31 21:55,겨울,기타 수난 ,서초구,119특수구조단
236,0:02,0:05,0:11,0:12,2023.2.1 2:30,2023.2.1 2:32,2023.2.1 2:37,2023.2.1 2:48,2023.2.1 3:00,겨울,익수,서초구,서초소방서
237,0:03,0:05,0:02,0:24,2023.2.1 3:26,2023.2.1 3:29,2023.2.1 3:34,2023.2.1 3:36,2023.2.1 4:00,겨울,기타 수난 ,마포구,마포소방서
238,0:03,0:05,0:02,0:09,2023.2.1 3:26,2023.2.1 3:29,2023.2.1 3:34,2023.2.1 3:36,2023.2.1 3:45,겨울,기타 수난 ,마포구,마포소방서
239,0:00,0:02,0:00,0:17,2023.2.1 3:26,2023.2.1 3:26,2023.2.1 3:28,2023.2.1 3:28,2023.2.1 3:45,겨울,기타 수난 ,마포구,119특수구조단
240,0:00,0:07,23:58,0:25,2023.2.1 19:35,2023.2.1 19:35,2023.2.1 19:42,2023.2.2 19:40,2023.2.2 20:05,겨울,침수,은평구,은평소방서
241,0:01,0:05,0:08,0:05,2023.2.2 2:46,2023.2.2 2:47,2023.2.2 2:52,2023.2.2 3:00,2023.2.2 3:05,겨울,기타 수난 ,마포구,용산소방서
242,0:01,0:05,0:03,0:05,2023.2.2 2:46,2023.2.2 2:47,2023.2.2 2:52,2023.2.2 2:55,2023.2.2 3:00,겨울,기타 수난 ,마포구,마포소방서
243,0:01,0:03,0:05,0:15,2023.2.2 2:46,2023.2.2 2:47,2023.2.2 2:50,2023.2.2 2:55,2023.2.2 3:10,겨울,침수,마포구,119특수구조단
244,0:02,0:03,0:20,0:01,2023.2.2 10:24,2023.2.2 10:26,2023.2.2 10:29,2023.2.2 10:49,2023.2.2 10:50,겨울,수색,동작구,119특수구조단
245,0:02,0:07,0:03,0:08,2023.2.3 5:15,2023.2.3 5:17,2023.2.3 5:24,2023.2.3 5:27,2023.2.3 5:35,겨울,기타 수난 ,영등포구,영등포소방서
246,0:02,0:03,0:18,0:10,2023.2.3 10:12,2023.2.3 10:14,2023.2.3 10:17,2023.2.3 10:35,2023.2.3 10:45,겨울,기타 수난 ,서초구,서초소방서
247,0:02,0:03,0:23,0:05,2023.2.3 10:12,2023.2.3 10:14,2023.2.3 10:17,2023.2.3 10:40,2023.2.3 10:45,겨울,기타 수난 ,서초구,119특수구조단
248,0:01,0:06,0:08,0:35,2023.2.3 21:00,2023.2.3 21:01,2023.2.3 21:07,2023.2.3 21:15,2023.2.3 21:50,겨울,익수,용산구,용산소방서
249,0:01,0:06,0:11,0:07,2023.2.3 21:00,2023.2.3 21:01,2023.2.3 21:07,2023.2.3 21:18,2023.2.3 21:25,겨울,익수,용산구,용산소방서
250,0:03,0:14,0:08,0:06,2023.2.3 22:21,2023.2.3 22:24,2023.2.3 22:38,2023.2.3 22:46,2023.2.3 22:52,겨울,수색,용산구,서초소방서
251,0:03,0:00,0:16,0:10,2023.2.3 22:21,2023.2.3 22:24,2023.2.3 22:24,2023.2.3 22:40,2023.2.3 22:50,겨울,기타 수난 ,용산구,119특수구조단
252,0:03,0:05,0:12,0:09,2023.2.3 22:21,2023.2.3 22:24,2023.2.3 22:29,2023.2.3 22:41,2023.2.3 22:50,겨울,기타 수난 ,용산구,119특수구조단
253,0:01,0:06,0:09,0:06,2023.2.4 0:28,2023.2.4 0:29,2023.2.4 0:35,2023.2.4 0:44,2023.2.4 0:50,겨울,기타 수난 ,동작구,용산소방서
254,0:01,0:07,0:08,0:35,2023.2.4 2:09,2023.2.4 2:10,2023.2.4 2:17,2023.2.4 2:25,2023.2.4 3:00,겨울,기타 수난 ,용산구,영등포소방서
255,0:01,0:04,0:10,0:11,2023.2.4 2:09,2023.2.4 2:10,2023.2.4 2:14,2023.2.4 2:24,2023.2.4 2:35,겨울,기타 수난 ,용산구,119특수구조단
256,0:03,0:08,0:23,0:07,2023.2.4 15:45,2023.2.4 15:48,2023.2.4 15:56,2023.2.4 16:19,2023.2.4 16:26,겨울,기타 수난 ,영등포구,영등포소방서
257,0:01,0:03,0:02,0:20,2023.2.4 15:49,2023.2.4 15:50,2023.2.4 15:53,2023.2.4 15:55,2023.2.4 16:15,겨울,기타 수난 ,마포구,119특수구조단
258,0:06,0:03,0:05,0:05,2023.2.4 17:06,2023.2.4 17:12,2023.2.4 17:15,2023.2.4 17:20,2023.2.4 17:25,겨울,기타 수난 ,마포구,119특수구조단
259,0:01,0:06,0:04,0:05,2023.2.4 19:14,2023.2.4 19:15,2023.2.4 19:21,2023.2.4 19:25,2023.2.4 19:30,겨울,기타 수난 ,영등포구,119특수구조단
260,0:03,0:05,0:04,0:10,2023.2.4 23:11,2023.2.4 23:14,2023.2.4 23:19,2023.2.4 23:23,2023.2.4 23:33,겨울,기타 수난 ,영등포구,영등포소방서
261,0:03,0:04,0:05,0:07,2023.2.4 23:11,2023.2.4 23:14,2023.2.4 23:18,2023.2.4 23:23,2023.2.4 23:30,겨울,기타 수난 ,영등포구,119특수구조단
262,0:01,0:03,0:02,0:10,2023.2.5 1:24,2023.2.5 1:25,2023.2.5 1:28,2023.2.5 1:30,2023.2.5 1:40,겨울,수색,서초구,119특수구조단
263,0:01,0:05,0:03,0:03,2023.2.5 1:48,2023.2.5 1:49,2023.2.5 1:54,2023.2.5 1:57,2023.2.5 2:00,겨울,기타 수난 ,강동구,강동소방서
264,0:01,0:03,0:07,0:20,2023.2.5 12:04,2023.2.5 12:05,2023.2.5 12:08,2023.2.5 12:15,2023.2.5 12:35,겨울,기타 수난 ,송파구,119특수구조단
265,0:03,0:06,0:21,0:10,2023.2.5 20:00,2023.2.5 20:03,2023.2.5 20:09,2023.2.5 20:30,2023.2.5 20:40,겨울,수색,용산구,119특수구조단
266,0:05,0:02,0:12,0:04,2023.2.5 21:17,2023.2.5 21:22,2023.2.5 21:24,2023.2.5 21:36,2023.2.5 21:40,겨울,수색,서초구,119특수구조단
267,0:01,0:02,0:15,0:05,2023.2.5 23:22,2023.2.5 23:23,2023.2.5 23:25,2023.2.5 23:40,2023.2.5 23:45,겨울,기타 수난 ,용산구,119특수구조단
268,0:00,0:06,0:53,0:10,2023.2.6 0:51,2023.2.6 0:51,2023.2.6 0:57,2023.2.6 1:50,2023.2.6 2:00,겨울,침수,서초구,서초소방서
269,0:01,0:05,0:04,0:05,2023.2.6 3:20,2023.2.6 3:21,2023.2.6 3:26,2023.2.6 3:30,2023.2.6 3:35,겨울,수색,마포구,영등포소방서
270,0:01,0:00,0:03,0:12,2023.2.6 18:54,2023.2.6 18:55,2023.2.6 18:55,2023.2.6 18:58,2023.2.6 19:10,겨울,기타 수난 ,광진구,119특수구조단
271,0:01,0:04,0:01,0:17,2023.2.6 20:32,2023.2.6 20:33,2023.2.6 20:37,2023.2.6 20:38,2023.2.6 20:55,겨울,기타 수난 ,마포구,용산소방서
272,0:01,0:02,0:02,0:13,2023.2.6 20:32,2023.2.6 20:33,2023.2.6 20:35,2023.2.6 20:37,2023.2.6 20:50,겨울,기타 수난 ,마포구,마포소방서
273,0:01,0:02,0:02,0:08,2023.2.6 20:32,2023.2.6 20:33,2023.2.6 20:35,2023.2.6 20:37,2023.2.6 20:45,겨울,기타 수난 ,마포구,119특수구조단
274,0:01,0:01,0:00,0:01,2023.2.6 21:19,2023.2.6 21:20,2023.2.6 21:21,2023.2.6 21:21,2023.2.6 21:22,겨울,기타 수난 ,마포구,영등포소방서
275,0:01,0:04,0:03,0:13,2023.2.6 21:19,2023.2.6 21:20,2023.2.6 21:24,2023.2.6 21:27,2023.2.6 21:40,겨울,기타 수난 ,영등포구,마포소방서
276,0:01,0:02,0:05,0:08,2023.2.6 21:19,2023.2.6 21:20,2023.2.6 21:22,2023.2.6 21:27,2023.2.6 21:35,겨울,기타 수난 ,마포구,119특수구조단
277,0:02,0:03,0:25,0:03,2023.2.6 22:57,2023.2.6 22:59,2023.2.6 23:02,2023.2.6 23:27,2023.2.6 23:30,겨울,기타 수난 ,강남구,119특수구조단
278,0:01,0:02,0:03,0:18,2023.2.7 0:36,2023.2.7 0:37,2023.2.7 0:39,2023.2.7 0:42,2023.2.7 1:00,겨울,기타 수난 ,마포구,119특수구조단
279,0:01,0:04,0:15,0:05,2023.2.7 7:10,2023.2.7 7:11,2023.2.7 7:15,2023.2.7 7:30,2023.2.7 7:35,겨울,기타 수난 ,용산구,용산소방서
280,0:01,0:06,0:15,0:08,2023.2.7 7:10,2023.2.7 7:11,2023.2.7 7:17,2023.2.7 7:32,2023.2.7 7:40,겨울,기타 수난 ,용산구,용산소방서
281,0:06,0:04,0:02,0:08,2023.2.7 7:10,2023.2.7 7:16,2023.2.7 7:20,2023.2.7 7:22,2023.2.7 7:30,겨울,기타 수난 ,용산구,119특수구조단
282,0:10,0:01,0:07,0:07,2023.2.7 7:10,2023.2.7 7:20,2023.2.7 7:21,2023.2.7 7:28,2023.2.7 7:35,겨울,기타 수난 ,용산구,119특수구조단
283,0:02,0:06,0:01,0:09,2023.2.7 7:12,2023.2.7 7:14,2023.2.7 7:20,2023.2.7 7:21,2023.2.7 7:30,겨울,기타 수난 ,마포구,마포소방서
284,0:01,0:02,0:05,0:15,2023.2.7 7:12,2023.2.7 7:13,2023.2.7 7:15,2023.2.7 7:20,2023.2.7 7:35,겨울,기타 수난 ,마포구,119특수구조단
285,0:03,0:07,0:12,0:11,2023.2.7 14:17,2023.2.7 14:20,2023.2.7 14:27,2023.2.7 14:39,2023.2.7 14:50,겨울,수색,동작구,119특수구조단
286,0:02,0:05,0:33,0:05,2023.2.7 14:45,2023.2.7 14:47,2023.2.7 14:52,2023.2.7 15:25,2023.2.7 15:30,겨울,기타 수난 ,성동구,119특수구조단
287,0:01,0:07,0:17,0:10,2023.2.7 15:30,2023.2.7 15:31,2023.2.7 15:38,2023.2.7 15:55,2023.2.7 16:05,겨울,침수,관악구,구로소방서
288,0:01,0:04,0:09,0:04,2023.2.7 18:32,2023.2.7 18:33,2023.2.7 18:37,2023.2.7 18:46,2023.2.7 18:50,겨울,기타 수난 ,영등포구,영등포소방서
289,0:01,0:07,0:00,0:10,2023.2.7 18:32,2023.2.7 18:33,2023.2.7 18:40,2023.2.7 18:40,2023.2.7 18:50,겨울,기타 수난 ,영등포구,119특수구조단
290,0:01,0:02,0:09,0:05,2023.2.7 19:18,2023.2.7 19:19,2023.2.7 19:21,2023.2.7 19:30,2023.2.7 19:35,겨울,수색,영등포구,영등포소방서
291,0:01,0:06,0:00,0:15,2023.2.7 19:18,2023.2.7 19:19,2023.2.7 19:25,2023.2.7 19:25,2023.2.7 19:40,겨울,기타 수난 ,영등포구,119특수구조단
